date,player,team,pos,salary,proj,ceiling,own,conf,dk_fppg
2026-06-29,Dane Myers,CIN,OF,3000,6.9,7.8,,H-slot5,
2026-06-29,Noelvi Marte,CIN,OF,2600,6.7,8.4,,H-slot6,
2026-06-29,Tyler Stephenson,CIN,C,2900,6.8,7.9,,H-slot7,
2026-06-29,Matt McLain,CIN,2B/SS,3100,6.0,7.1,,H-slot8,
2026-06-29,Edwin Arroyo,CIN,2B,2500,6.2,6.2,,H-slot9,
2026-06-29,Pete Crow-Armstrong,CHC,OF,6500,8.6,10.8,,H-slot1,
2026-06-29,Alex Bregman,CHC,3B,3800,7.5,8.2,,H-slot2,
2026-06-29,Michael Busch,CHC,1B,4000,7.7,8.8,,H-slot3,
2026-06-29,Seiya Suzuki,CHC,OF,4100,7.8,9.6,,H-slot4,
2026-06-29,Ian Happ,CHC,OF,4300,7.1,9.2,,H-slot5,
2026-06-29,Nico Hoerner,CHC,2B,3600,6.8,7.2,,H-slot6,
2026-06-29,Michael Conforto,CHC,OF,3300,5.9,7.5,,H-slot7,
2026-06-29,Miguel Amaya,CHC,C,2800,5.8,6.7,,H-slot8,
2026-06-29,Dansby Swanson,CHC,SS,3500,6.4,7.8,,H-slot9,
2026-06-29,Fernando Tatis Jr.,SD,2B/OF,4500,9.0,9.4,,H-slot1,
2026-06-29,Samad Taylor,SD,OF,3500,7.3,7.9,,H-slot2,
2026-06-29,Manny Machado,SD,3B,3900,8.2,10.2,,H-slot3,
2026-06-29,Miguel Andujar,SD,3B/OF,2800,6.8,7.8,,H-slot4,
2026-06-29,Ty France,SD,1B,2600,5.9,8.2,,H-slot5,
2026-06-29,Jackson Merrill,SD,OF,3700,7.6,8.6,,H-slot6,
2026-06-29,Xander Bogaerts,SD,SS,3400,6.5,7.5,,H-slot7,
2026-06-29,Freddy Fermin,SD,C,2000,5.3,6.1,,H-slot8,
2026-06-29,Jake Cronenworth,SD,2B,2000,6.0,6.3,,H-slot9,
2026-06-29,Jose Altuve,HOU,2B,3600,8.4,9.8,,H-slot1,
2026-06-29,Yordan Alvarez,HOU,OF,6000,9.1,12.2,,H-slot2,
2026-06-29,Isaac Paredes,HOU,3B,3500,7.4,8.9,,H-slot3,
2026-06-29,Christian Walker,HOU,1B,3700,7.6,10.0,,H-slot4,
2026-06-29,Taylor Trammell,HOU,OF,2700,6.2,7.1,,H-slot5,
2026-06-29,Cam Smith,HOU,OF,2500,6.4,7.6,,H-slot6,
2026-06-29,Joey Loperfido,HOU,OF,2600,6.3,6.7,,H-slot7,
2026-06-29,Nick Allen,HOU,2B/3B,2000,4.3,4.9,,H-slot8,
2026-06-29,Christian Vázquez,HOU,C,2400,4.7,5.6,,H-slot9,
2026-06-29,Trevor Larnach,MIN,OF,4000,8.2,9.1,,H-slot1,
2026-06-29,Brooks Lee,MIN,3B,3600,6.9,8.9,,H-slot2,
2026-06-29,Kody Clemens,MIN,2B/OF,4400,8.1,10.2,,H-slot3,
2026-06-29,Josh Bell,MIN,1B,3100,7.2,8.4,,H-slot4,
2026-06-29,Royce Lewis,MIN,1B,3600,7.5,9.0,,H-slot5,
2026-06-29,Victor Caratini,MIN,C,3400,6.8,7.9,,H-slot6,
2026-06-29,Ryan Kreidler,MIN,OF/SS,2900,7.1,9.0,,H-slot7,
2026-06-29,Tristan Gray,MIN,SS,2800,6.9,7.9,,H-slot8,
2026-06-29,Luke Keaschall,MIN,2B/OF,3300,8.4,8.6,,H-slot9,
2026-06-29,Jake McCarthy,COL,OF,4600,10.8,11.9,,H-slot1,
2026-06-29,Mickey Moniak,COL,OF,5100,11.1,14.2,,H-slot2,
2026-06-29,Hunter Goodman,COL,C,6200,11.1,14.5,,H-slot3,
2026-06-29,TJ Rumfield,COL,1B,4800,9.7,11.3,,H-slot4,
2026-06-29,Cole Carrigg,COL,OF,3900,9.5,11.3,,H-slot5,
2026-06-29,Troy Johnston,COL,OF,5000,9.3,9.7,,H-slot6,
2026-06-29,Kyle Karros,COL,3B,3200,6.8,7.6,,H-slot7,
2026-06-29,Ezequiel Tovar,COL,SS,4700,8.7,9.5,,H-slot8,
2026-06-29,Edouard Julien,COL,2B,4100,7.0,7.4,,H-slot9,
2026-06-29,Otto Lopez,MIA,SS,5300,9.9,10.7,,H-slot1,
2026-06-29,Xavier Edwards,MIA,2B,5100,10.5,11.3,,H-slot2,
2026-06-29,Esteury Ruiz,MIA,OF,4000,9.5,11.4,,H-slot3,
2026-06-29,Heriberto Hernández,MIA,OF,4500,10.1,12.0,,H-slot4,
2026-06-29,Kyle Stowers,MIA,1B/OF,5000,10.0,11.3,,H-slot5,
2026-06-29,Leo Jiménez,MIA,3B,3200,7.0,7.0,,H-slot6,
2026-06-29,Jakob Marsee,MIA,OF,4700,11.0,11.5,,H-slot7,
2026-06-29,Javier Sanoja,MIA,3B,3700,7.9,8.3,,H-slot8,
2026-06-29,Joe Mack,MIA,C,3800,8.3,9.4,,H-slot9,
2026-06-29,Henry Bolte,ATH,OF,3500,7.9,8.5,,H-slot1,
2026-06-29,Shea Langeliers,ATH,C,5800,8.7,11.2,,H-slot2,
2026-06-29,Nick Kurtz,ATH,1B,6400,10.6,12.8,,H-slot3,
2026-06-29,Jonah Heim,ATH,C,3100,6.1,8.3,,H-slot4,
2026-06-29,Colby Thomas,ATH,OF,2800,7.6,8.7,,H-slot5,
2026-06-29,Lawrence Butler,ATH,OF,3100,7.9,8.8,,H-slot6,
2026-06-29,Max Muncy,LAD,3B,5100,8.2,10.4,,H-slot7,
2026-06-29,Alika Williams,ATH,SS,3000,6.7,7.3,,H-slot8,
2026-06-29,Shohei Ohtani,LAD,1B/OF,6600,12.4,14.6,,H-slot1,
2026-06-29,Andy Pages,LAD,OF,5300,8.2,10.1,,H-slot2,
2026-06-29,Freddie Freeman,LAD,1B,5600,8.8,10.4,,H-slot3,
2026-06-29,Mookie Betts,LAD,SS,4800,8.4,10.6,,H-slot4,
2026-06-29,Teoscar Hernández,LAD,OF,4300,8.3,9.8,,H-slot5,
2026-06-29,Kyle Tucker,LAD,OF,4900,9.2,10.1,,H-slot6,
2026-06-29,Miguel Rojas,LAD,2B,2700,6.6,7.2,,H-slot8,
2026-06-29,Dalton Rushing,LAD,C,4200,5.6,7.7,,H-slot9,
2026-06-29,J.P. Crawford,SEA,3B,3400,6.1,7.7,,H-slot1,
2026-06-29,Julio Rodríguez,SEA,OF,4700,7.7,9.4,,H-slot2,
2026-06-29,Dominic Canzone,SEA,OF,3700,6.5,9.0,,H-slot3,
2026-06-29,Randy Arozarena,SEA,OF,5000,6.8,7.9,,H-slot4,
2026-06-29,Josh Naylor,SEA,1B,4200,7.3,8.3,,H-slot5,
2026-06-29,Cal Raleigh,SEA,C,4500,7.5,8.9,,H-slot6,
2026-06-29,Cole Young,SEA,2B,3100,4.7,5.5,,H-slot7,
2026-06-29,Victor Robles,SEA,OF,2400,7.1,7.1,,H-slot8,
2026-06-29,Colt Emerson,SEA,SS,3700,5.6,7.8,,H-slot9,
2026-06-29,Zach Neto,LAA,SS,4900,7.7,9.8,,H-slot1,
2026-06-29,Denzer Guzman,LAA,3B,3300,6.4,8.3,,H-slot2,
2026-06-29,Nolan Schanuel,LAA,1B,3300,5.8,6.8,,H-slot3,
2026-06-29,Jorge Soler,LAA,OF,3700,6.0,7.8,,H-slot4,
2026-06-29,Wade Meckler,LAA,OF,3200,5.9,6.7,,H-slot5,
2026-06-29,Jo Adell,LAA,OF,3500,6.4,7.7,,H-slot6,
2026-06-29,Oswald Peraza,LAA,2B,3100,4.3,5.4,,H-slot7,
2026-06-29,Josh Lowe,LAA,OF,2400,5.7,7.3,,H-slot8,
2026-06-29,Logan O'Hoppe,LAA,C,2600,4.8,5.6,,H-slot9,
2026-06-29,Ketel Marte,AZ,2B,4800,11.4,13.4,,H-slot1,
2026-06-29,Geraldo Perdomo,AZ,SS,3800,10.1,10.8,,H-slot2,
2026-06-29,Corbin Carroll,AZ,OF,5300,11.1,12.8,,H-slot3,
2026-06-29,Gabriel Moreno,AZ,C,3900,8.7,9.9,,H-slot4,
2026-06-29,Lourdes Gurriel Jr.,AZ,OF,2800,8.7,9.0,,H-slot5,
2026-06-29,Max Kepler,AZ,OF,2500,7.5,7.5,,H-slot6,
2026-06-29,Nolan Arenado,AZ,3B,3000,7.4,8.5,,H-slot7,
2026-06-29,Pavin Smith,AZ,1B,2500,8.8,9.4,,H-slot8,
2026-06-29,Tommy Troy,AZ,OF,2600,7.6,8.7,,H-slot9,
2026-06-29,Matt Chapman,SF,3B,3400,9.7,10.6,,H-slot1,
2026-06-29,Luis Arraez,SF,2B,3800,7.9,8.3,,H-slot2,
2026-06-29,Casey Schmitt,SF,OF,4200,7.9,10.2,,H-slot3,
2026-06-29,Rafael Devers,SF,1B,3500,9.4,11.1,,H-slot4,
2026-06-29,Heliot Ramos,SF,OF,3600,8.1,9.0,,H-slot5,
2026-06-29,Bryce Eldridge,SF,1B,3200,7.8,9.3,,H-slot6,
2026-06-29,Victor Bericoto,SF,OF,2400,7.6,11.3,,H-slot7,
2026-06-29,Eric Haase,SF,C,3000,7.8,10.1,,H-slot8,
2026-06-29,Jonah Cox,SF,OF,2200,7.2,8.7,,H-slot9,
2026-06-30,Tarik Skubal,DET,P,10000,23.0,23.0,,P-prop,
2026-06-30,Cam Schlittler,NYY,P,10500,22.8,22.8,,P-prop,
2026-06-30,Nolan McLean,NYM,P,9300,17.3,17.3,,P-prop,
2026-06-30,Kevin Gausman,TOR,P,8700,16.4,16.4,,P-prop,
2026-06-30,Cade Cavalli,WSH,P,6600,13.2,13.2,,P-prop,
2026-06-30,Connelly Early,BOS,P,8500,16.7,16.7,,P-prop,
2026-06-30,Martin Perez,ATL,P,7200,11.1,11.1,,P-prop,
2026-06-30,Matthew Liberatore,STL,P,5500,11.1,11.1,,P-prop,
2026-06-30,Rhett Lowder,CIN,P,5800,10.0,10.0,,P-prop,
2026-06-30,Brandon Sproat,MIL,P,6500,15.9,15.9,,P-prop,
2026-06-30,Griffin Jax,TB,P,6700,14.0,14.0,,P-prop,
2026-06-30,Noah Cameron,KC,P,7500,12.1,12.1,,P-prop,
2026-06-30,JP Sears,SD,P,6800,8.3,8.3,,P-prop,
2026-06-30,Matthew Boyd,CHC,P,7700,12.9,12.9,,P-prop,
2026-06-30,Mike Burrows,HOU,P,6400,13.0,13.0,,P-prop,
2026-06-30,Joe Ryan,MIN,P,9700,21.3,21.3,,P-prop,
2026-06-30,Tanner Gordon,COL,P,6000,8.4,8.4,,P-prop,
2026-06-30,Eury Perez,MIA,P,7000,14.1,14.1,,P-prop,
2026-06-30,Landen Roupp,SF,P,8200,14.0,14.0,,P-prop,
2026-06-30,Justin Wrobleski,LAD,P,8000,14.5,14.5,,P-prop,
2026-06-30,Jeffrey Springs,ATH,P,6000,9.1,9.1,,P-prop,
2026-06-30,Jose Soriano,LAA,P,9500,16.1,16.1,,P-prop,
2026-06-30,Bryan Woo,SEA,P,9000,23.0,23.0,,P-prop,
2026-06-30,Paul Goldschmidt,NYY,1B,4100,7.3,10.2,,H-slot1,
2026-06-30,Amed Rosario,NYY,3B,3500,7.1,9.3,,H-slot2,
2026-06-30,Ben Rice,NYY,1B,5500,7.7,10.6,,H-slot3,
2026-06-30,Jasson Domínguez,NYY,OF,3400,7.8,9.3,,H-slot4,
2026-06-30,Anthony Volpe,NYY,SS,3900,6.9,7.2,,H-slot5,
2026-06-30,José Caballero,NYY,3B/OF,3300,7.9,9.2,,H-slot6,
2026-06-30,Spencer Jones,NYY,OF,2600,6.6,7.7,,H-slot7,
2026-06-30,Max Schuemann,NYY,OF/SS,3000,5.5,6.4,,H-slot8,
2026-06-30,Ali Sánchez,NYY,C,2300,6.3,6.3,,H-slot9,
2026-06-30,Kevin McGonigle,DET,3B/SS,4600,7.8,8.6,,H-slot1,
2026-06-30,Dillon Dingler,DET,C,5200,7.1,9.8,,H-slot2,
2026-06-30,Kerry Carpenter,DET,OF,3600,8.7,11.5,,H-slot3,
2026-06-30,Riley Greene,DET,OF,4100,8.3,9.4,,H-slot4,
2026-06-30,Colt Keith,DET,3B,3000,6.8,7.7,,H-slot5,
2026-06-30,Spencer Torkelson,DET,1B,3300,6.9,8.6,,H-slot6,
2026-06-30,Zach McKinstry,DET,2B/SS,2300,7.0,7.6,,H-slot7,
2026-06-30,James Outman,DET,OF,2400,5.0,5.8,,H-slot8,
2026-06-30,Hao-Yu Lee,DET,2B,2500,6.5,7.4,,H-slot9,
2026-06-30,George Springer,TOR,OF,3500,8.7,10.1,,H-slot1,
2026-06-30,Nathan Lukes,TOR,OF,2600,7.5,8.6,,H-slot2,
2026-06-30,Alejandro Kirk,TOR,C,3200,6.8,8.2,,H-slot3,
2026-06-30,Sean Keys,TOR,1B/3B,2000,7.1,7.1,,H-slot4,
2026-06-30,Ernie Clement,TOR,2B/SS,2800,6.7,7.6,,H-slot5,
2026-06-30,Daulton Varsho,TOR,OF,3000,7.5,8.6,,H-slot6,
2026-06-30,Luis Urías,TOR,2B,2100,5.5,9.2,,H-slot7,
2026-06-30,Yohendrick Piñango,TOR,OF,2500,6.4,7.8,,H-slot8,
2026-06-30,Andrés Giménez,TOR,SS,2600,5.8,6.8,,H-slot9,
2026-06-30,Carson Benge,NYM,OF,4000,8.1,9.4,,H-slot1,
2026-06-30,Juan Soto,NYM,OF,5500,10.8,13.6,,H-slot2,
2026-06-30,Bo Bichette,NYM,3B/SS,4400,7.8,9.0,,H-slot3,
2026-06-30,Francisco Lindor,NYM,SS,4300,9.4,10.1,,H-slot4,
2026-06-30,Jared Young,NYM,1B,2800,7.4,9.6,,H-slot5,
2026-06-30,A.J. Ewing,NYM,OF,3500,7.2,8.2,,H-slot6,
2026-06-30,Francisco Alvarez,NYM,C,3000,7.0,8.7,,H-slot7,
2026-06-30,Brett Baty,NYM,2B/3B,2400,6.7,7.1,,H-slot8,
2026-06-30,Luis Torrens,NYM,C,2100,5.5,5.8,,H-slot9,
2026-06-30,Anthony Seigler,BOS,2B,2400,8.6,9.9,,H-slot1,
2026-06-30,Ceddanne Rafaela,BOS,OF,4100,8.8,9.8,,H-slot2,
2026-06-30,Wilyer Abreu,BOS,OF,4400,9.3,10.6,,H-slot3,
2026-06-30,Willson Contreras,BOS,1B,5100,8.8,11.0,,H-slot4,
2026-06-30,Jarren Duran,BOS,OF,4600,9.3,10.8,,H-slot5,
2026-06-30,Romy Gonzalez,BOS,1B/2B,3000,8.9,8.9,,H-slot6,
2026-06-30,Caleb Durbin,BOS,3B,2700,7.7,8.6,,H-slot7,
2026-06-30,Carlos Narváez,BOS,C,2000,6.9,7.4,,H-slot8,
2026-06-30,Tsung-Che Cheng,BOS,SS,2200,7.1,7.1,,H-slot9,
2026-06-30,James Wood,WSH,OF,5700,9.6,12.1,,H-slot1,
2026-06-30,Andrés Chaparro,WSH,1B,2300,6.6,6.6,,H-slot2,
2026-06-30,Curtis Mead,WSH,3B,4500,6.3,8.8,,H-slot3,
2026-06-30,CJ Abrams,WSH,SS,5400,8.8,10.9,,H-slot4,
2026-06-30,Dylan Crews,WSH,OF,3600,7.8,9.3,,H-slot5,
2026-06-30,Jacob Young,WSH,OF,3200,7.0,8.2,,H-slot6,
2026-06-30,Daylen Lile,WSH,OF,4000,8.5,9.4,,H-slot7,
2026-06-30,Nasim Nuñez,WSH,2B/SS,3600,8.3,8.3,,H-slot8,
2026-06-30,Keibert Ruiz,WSH,C,3700,5.6,6.9,,H-slot9,
2026-06-30,Drake Baldwin,ATL,C,4800,9.3,11.8,,H-slot1,
2026-06-30,Ozzie Albies,ATL,2B,4200,7.8,9.4,,H-slot2,
2026-06-30,Matt Olson,ATL,1B,4900,8.5,11.0,,H-slot3,
2026-06-30,Michael Harris II,ATL,OF,4300,7.7,9.8,,H-slot4,
2026-06-30,Mauricio Dubón,ATL,OF,3200,6.4,7.5,,H-slot5,
2026-06-30,Eli White,ATL,OF,2600,8.3,9.4,,H-slot6,
2026-06-30,Austin Riley,ATL,3B,3500,7.3,8.3,,H-slot7,
2026-06-30,Joey Bart,ATL,C,2700,6.6,8.2,,H-slot8,
2026-06-30,Jorge Mateo,ATL,SS,3100,7.5,8.9,,H-slot9,
2026-06-30,JJ Wetherholt,STL,2B,4400,8.2,9.8,,H-slot1,
2026-06-30,Iván Herrera,STL,C,4100,9.0,10.2,,H-slot2,
2026-06-30,Jordan Walker,STL,OF,5100,6.7,9.1,,H-slot3,
2026-06-30,Nelson Velázquez,STL,OF,3300,7.2,9.4,,H-slot4,
2026-06-30,Masyn Winn,STL,SS,3500,7.1,7.5,,H-slot6,
2026-06-30,Lars Nootbaar,STL,OF,3600,6.7,7.7,,H-slot7,
2026-06-30,Blaze Jordan,STL,3B,3100,7.0,7.7,,H-slot8,
2026-06-30,Nathan Church,STL,OF,2800,6.8,7.7,,H-slot9,
2026-06-30,Carter Jensen,KC,C,4300,6.6,8.3,,H-slot1,
2026-06-30,Bobby Witt Jr.,KC,SS,6100,8.8,10.1,,H-slot2,
2026-06-30,Jac Caglianone,KC,1B,4600,4.6,6.7,,H-slot3,
2026-06-30,Lane Thomas,KC,OF,3300,6.5,7.5,,H-slot4,
2026-06-30,Michael Massey,KC,2B,3500,5.4,6.8,,H-slot5,
2026-06-30,Salvador Perez,KC,1B/C,3600,6.0,7.2,,H-slot6,
2026-06-30,John Rave,KC,OF,3000,5.1,7.3,,H-slot7,
2026-06-30,Nick Loftin,KC,3B,2900,4.3,5.0,,H-slot8,
2026-06-30,Isaac Collins,KC,OF,2500,5.9,6.3,,H-slot9,
2026-06-30,Yandy Díaz,TB,1B/3B,5400,8.4,10.0,,H-slot1,
2026-06-30,Jonathan Aranda,TB,1B,4400,8.9,10.6,,H-slot2,
2026-06-30,Junior Caminero,TB,3B,6300,9.3,12.1,,H-slot3,
2026-06-30,Ryan Vilade,TB,OF,3200,7.8,9.4,,H-slot4,
2026-06-30,Jonny DeLuca,TB,OF,3700,7.2,8.3,,H-slot5,
2026-06-30,Chandler Simpson,TB,OF,3900,8.1,8.1,,H-slot6,
2026-06-30,Ben Williamson,TB,2B/SS,2900,5.9,6.3,,H-slot7,
2026-06-30,Taylor Walls,TB,SS,2700,6.5,6.5,,H-slot8,
2026-06-30,Nick Fortes,TB,C,2400,5.2,5.4,,H-slot9,
2026-06-30,Christian Yelich,MIL,OF,5000,9.3,10.4,,H-slot1,
2026-06-30,Jackson Chourio,MIL,OF,5500,8.7,11.0,,H-slot2,
2026-06-30,Brice Turang,MIL,2B,5400,8.1,9.5,,H-slot3,
2026-06-30,William Contreras,MIL,C,4600,7.6,8.8,,H-slot4,
2026-06-30,Jake Bauers,MIL,1B/OF,4500,7.3,9.4,,H-slot5,
2026-06-30,Garrett Mitchell,MIL,OF,3200,7.4,8.4,,H-slot6,
2026-06-30,Sal Frelick,MIL,OF,3100,6.5,7.0,,H-slot7,
2026-06-30,Joey Ortiz,MIL,3B/SS,2400,6.0,6.2,,H-slot8,
2026-06-30,David Hamilton,MIL,3B,2900,7.5,8.0,,H-slot9,
2026-06-30,Elly De La Cruz,CIN,SS,5200,9.6,11.6,,H-slot1,
2026-06-30,Sal Stewart,CIN,1B/3B,4700,7.3,9.2,,H-slot2,
2026-06-30,JJ Bleday,CIN,OF,4500,7.0,9.5,,H-slot3,
2026-06-30,Eugenio Suárez,CIN,3B,4000,8.1,9.7,,H-slot4,
2026-06-30,Nathaniel Lowe,CIN,1B,3400,6.6,8.5,,H-slot5,
2026-06-30,Noelvi Marte,CIN,OF,2600,6.7,8.4,,H-slot6,
2026-06-30,Edwin Arroyo,CIN,2B,2500,6.5,6.5,,H-slot7,
2026-06-30,Jose Trevino,CIN,C,2100,5.3,5.3,,H-slot8,
2026-06-30,TJ Friedl,CIN,OF,2700,6.1,6.5,,H-slot9,
2026-06-30,Pete Crow-Armstrong,CHC,OF,6500,8.7,10.9,,H-slot1,
2026-06-30,Alex Bregman,CHC,3B,3800,7.6,8.3,,H-slot2,
2026-06-30,Seiya Suzuki,CHC,OF,4100,8.1,9.9,,H-slot3,
2026-06-30,Carson Kelly,CHC,C,2600,6.7,7.5,,H-slot4,
2026-06-30,Michael Busch,CHC,1B,4000,7.5,8.5,,H-slot5,
2026-06-30,Nico Hoerner,CHC,2B,3600,6.9,7.3,,H-slot6,
2026-06-30,Ian Happ,CHC,OF,4300,6.9,8.9,,H-slot7,
2026-06-30,Dansby Swanson,CHC,SS,3500,6.6,8.0,,H-slot8,
2026-06-30,Kevin Alcántara,CHC,OF,2000,6.1,6.1,,H-slot9,
2026-06-30,Fernando Tatis Jr.,SD,2B/OF,4500,8.8,9.2,,H-slot1,
2026-06-30,Samad Taylor,SD,OF,3500,7.2,7.8,,H-slot2,
2026-06-30,Manny Machado,SD,3B,3900,8.1,10.1,,H-slot3,
2026-06-30,Miguel Andujar,SD,3B/OF,2800,6.7,7.7,,H-slot4,
2026-06-30,Ty France,SD,1B,2600,5.8,8.1,,H-slot5,
2026-06-30,Jackson Merrill,SD,OF,3700,7.5,8.5,,H-slot6,
2026-06-30,Xander Bogaerts,SD,SS,3400,6.4,7.4,,H-slot7,
2026-06-30,Jase Bowen,SD,OF,2300,6.3,6.3,,H-slot8,
2026-06-30,Freddy Fermin,SD,C,2000,5.1,5.9,,H-slot9,
2026-06-30,Jose Altuve,HOU,2B,3600,8.3,9.7,,H-slot1,
2026-06-30,Yordan Alvarez,HOU,OF,6000,9.0,12.1,,H-slot2,
2026-06-30,Isaac Paredes,HOU,3B,3500,7.3,8.8,,H-slot3,
2026-06-30,Christian Walker,HOU,1B,3700,7.5,9.9,,H-slot4,
2026-06-30,Cam Smith,HOU,OF,2500,6.5,7.7,,H-slot5,
2026-06-30,Taylor Trammell,HOU,OF,2700,6.0,6.9,,H-slot6,
2026-06-30,Yainer Diaz,HOU,C,3000,6.6,7.5,,H-slot7,
2026-06-30,Nick Allen,HOU,2B/3B,2000,4.2,4.8,,H-slot8,
2026-06-30,Raynel Delgado,HOU,2B/3B,2100,6.4,7.6,,H-slot9,
2026-06-30,Trevor Larnach,MIN,OF,4000,8.1,9.0,,H-slot1,
2026-06-30,Brooks Lee,MIN,3B,3600,6.8,8.8,,H-slot2,
2026-06-30,Kody Clemens,MIN,2B/OF,4400,8.0,10.1,,H-slot3,
2026-06-30,Josh Bell,MIN,1B,3100,7.1,8.3,,H-slot4,
2026-06-30,Royce Lewis,MIN,1B,3600,7.4,8.9,,H-slot5,
2026-06-30,Victor Caratini,MIN,C,3400,6.7,7.8,,H-slot6,
2026-06-30,Ryan Kreidler,MIN,OF/SS,2900,7.0,8.9,,H-slot7,
2026-06-30,Tristan Gray,MIN,SS,2800,6.8,7.8,,H-slot8,
2026-06-30,Austin Martin,MIN,OF,3200,6.5,6.8,,H-slot9,
2026-06-30,Jake McCarthy,COL,OF,4600,9.9,11.0,,H-slot1,
2026-06-30,Mickey Moniak,COL,OF,5100,10.1,13.2,,H-slot2,
2026-06-30,Hunter Goodman,COL,C,6200,10.1,13.5,,H-slot3,
2026-06-30,TJ Rumfield,COL,1B,4800,8.9,10.5,,H-slot4,
2026-06-30,Cole Carrigg,COL,OF,3900,8.7,10.5,,H-slot5,
2026-06-30,Tyler Freeman,COL,OF,4500,8.1,8.7,,H-slot6,
2026-06-30,Edouard Julien,COL,2B,4100,6.7,7.1,,H-slot7,
2026-06-30,Kyle Karros,COL,3B,3200,6.0,6.8,,H-slot8,
2026-06-30,Ezequiel Tovar,COL,SS,4700,7.8,8.6,,H-slot9,
2026-06-30,Liam Hicks,MIA,C,5400,9.3,10.7,,H-slot1,
2026-06-30,Kyle Stowers,MIA,1B/OF,5000,11.2,12.6,,H-slot2,
2026-06-30,Griffin Conine,MIA,1B/OF,4100,10.3,12.2,,H-slot3,
